Query 3 - Hourly Error Analysis
Generated at: 2026-05-16 19:31:37 IST
Hadoop run_id: 29
Pig run_id: 30
Hive run_id (successful): NONE
Hive last attempted run_id: 36
Hive note: current Hive environment did not produce result rows in q tables yet.

===== Hadoop-MapReduce =====
batch_id	log_date	log_hour	error_request_count	total_request_count	error_rate	distinct_error_hosts
199528	1995-07-14	20	22	2823	0.007793	12
199528	1995-07-14	21	18	2709	0.006645	10
199528	1995-07-14	22	12	3021	0.003972	9
199528	1995-07-14	23	7	2525	0.002772	6
199528	1995-07-15	0	25	1916	0.013048	11
199528	1995-07-15	1	4	1960	0.002041	4
199528	1995-07-15	2	12	1525	0.007869	5
199528	1995-07-15	3	11	1299	0.008468	5
199528	1995-07-15	4	1	1086	0.000921	1
199528	1995-07-15	5	11	950	0.011579	3
199528	1995-07-15	6	6	756	0.007937	4
199528	1995-07-15	7	10	1044	0.009579	6
199528	1995-07-15	8	1	1225	0.000816	1
199528	1995-07-15	9	2	1554	0.001287	2
199528	1995-07-15	10	17	2012	0.008449	5
199528	1995-07-15	11	7	2095	0.003341	6
199528	1995-07-15	12	11	2276	0.004833	7
199528	1995-07-15	13	13	2283	0.005694	6
199528	1995-07-15	14	7	2602	0.00269	5
199528	1995-07-15	15	8	2605	0.003071	6
199528	1995-07-15	16	10	2642	0.003785	4
199528	1995-07-15	17	12	2510	0.004781	9
199528	1995-07-15	18	13	2123	0.006123	7
199528	1995-07-15	19	19	2307	0.008236	8
199528	1995-07-15	20	8	2095	0.003819	4
199528	1995-07-15	21	19	2024	0.009387	7
199528	1995-07-15	22	16	2294	0.006975	11
199528	1995-07-15	23	10	2343	0.004268	7
199528	1995-07-16	0	3	2068	0.001451	2
199528	1995-07-16	1	5	2083	0.0024	4
199528	1995-07-16	2	2	1285	0.001556	2
199528	1995-07-16	3	8	844	0.009479	5
199528	1995-07-16	4	1	758	0.001319	1
199528	1995-07-16	5	1	561	0.001783	1
199528	1995-07-16	6	5	876	0.005708	5
199528	1995-07-16	7	5	742	0.006739	4
199528	1995-07-16	8	6	1010	0.005941	4
199528	1995-07-16	9	6	1396	0.004298	4
199528	1995-07-16	10	7	1646	0.004253	6
199528	1995-07-16	11	13	1964	0.006619	5
199528	1995-07-16	12	11	2283	0.004818	4
199528	1995-07-16	13	24	2638	0.009098	13
199528	1995-07-16	14	4	3006	0.001331	4
199528	1995-07-16	15	27	2644	0.010212	12
199528	1995-07-16	16	4	2481	0.001612	3
199528	1995-07-16	17	11	2886	0.003812	6
199528	1995-07-16	18	10	2643	0.003784	9
199528	1995-07-16	19	18	3014	0.005972	10
199528	1995-07-16	20	24	2733	0.008782	10
199528	1995-07-16	21	15	2805	0.005348	12
199528	1995-07-16	22	18	3000	0.006	12
199528	1995-07-16	23	29	2480	0.011694	16
199529	1995-07-17	0	11	2053	0.005358	9
199529	1995-07-17	1	10	1677	0.005963	6
199529	1995-07-17	2	4	1066	0.003752	2
199529	1995-07-17	3	8	1111	0.007201	5
199529	1995-07-17	4	2	1246	0.001605	2
199529	1995-07-17	5	6	970	0.006186	5
199529	1995-07-17	6	1	958	0.001044	1
199529	1995-07-17	7	6	1851	0.003241	3
199529	1995-07-17	8	14	2680	0.005224	9
199529	1995-07-17	9	11	3962	0.002776	8
199529	1995-07-17	10	37	4511	0.008202	17
199529	1995-07-17	11	20	4777	0.004187	15
199529	1995-07-17	12	47	4825	0.009741	21
199529	1995-07-17	13	34	4998	0.006803	19
199529	1995-07-17	14	24	6424	0.003736	18
199529	1995-07-17	15	24	5301	0.004527	14
199529	1995-07-17	16	20	5428	0.003685	12
199529	1995-07-17	17	25	3981	0.00628	15
199529	1995-07-17	18	19	3385	0.005613	12
199529	1995-07-17	19	13	2743	0.004739	10
199529	1995-07-17	20	8	2553	0.003134	6
199529	1995-07-17	21	21	3170	0.006625	10
199529	1995-07-17	22	27	2896	0.009323	17
199529	1995-07-17	23	15	2411	0.006221	11
199529	1995-07-18	0	25	2291	0.010912	13
199529	1995-07-18	1	5	1790	0.002793	3
199529	1995-07-18	2	6	1670	0.003593	2
199529	1995-07-18	3	7	792	0.008838	5
199529	1995-07-18	4	0	316	0	0
199529	1995-07-18	5	0	409	0	0
199529	1995-07-18	6	0	371	0	0
199529	1995-07-18	7	5	944	0.005297	2
199529	1995-07-18	8	9	2279	0.003949	6
199529	1995-07-18	9	28	3403	0.008228	11
199529	1995-07-18	10	28	3235	0.008655	11
199529	1995-07-18	11	20	3687	0.005424	8
199529	1995-07-18	12	29	4723	0.00614	15
199529	1995-07-18	13	20	5103	0.003919	16
199529	1995-07-18	14	60	4681	0.012818	20
199529	1995-07-18	15	106	5426	0.019536	21
199529	1995-07-18	16	48	5474	0.008769	19
199529	1995-07-18	17	10	2718	0.003679	8
199529	1995-07-18	18	7	2535	0.002761	5
199529	1995-07-18	19	22	3252	0.006765	10
199529	1995-07-18	20	11	2352	0.004677	10
199529	1995-07-18	21	4	2433	0.001644	3
199529	1995-07-18	22	15	1970	0.007614	9
199529	1995-07-18	23	16	2410	0.006639	9
199529	1995-07-19	0	9	1816	0.004956	5
199529	1995-07-19	1	4	1631	0.002452	3
199529	1995-07-19	2	4	1470	0.002721	3
199529	1995-07-19	3	3	1363	0.002201	3
199529	1995-07-19	4	9	1485	0.006061	5
199529	1995-07-19	5	0	1093	0	0
199529	1995-07-19	6	2	1450	0.001379	1
199529	1995-07-19	7	31	2259	0.013723	8
