Query 3 - Hourly Error Analysis
Generated at: 2026-05-16 19:31:37 IST
Hadoop run_id: 29
Pig run_id: 30
Hive run_id (successful): NONE
Hive last attempted run_id: 36
Hive note: current Hive environment did not produce result rows in q tables yet.

===== Hadoop-MapReduce =====
batch_id	log_date	log_hour	error_request_count	total_request_count	error_rate	distinct_error_hosts
199529	1995-07-19	8	24	3045	0.007882	8
199529	1995-07-19	9	14	3688	0.003796	5
199529	1995-07-19	10	45	4494	0.010013	8
199529	1995-07-19	11	68	4893	0.013897	14
199529	1995-07-19	12	77	5163	0.014914	11
199529	1995-07-19	13	71	4639	0.015305	15
199529	1995-07-19	14	70	4938	0.014176	15
199529	1995-07-19	15	62	5297	0.011705	16
199529	1995-07-19	16	25	4505	0.005549	14
199529	1995-07-19	17	36	4228	0.008515	15
199529	1995-07-19	18	16	3061	0.005227	7
199529	1995-07-19	19	10	2805	0.003565	9
199529	1995-07-19	20	11	2888	0.003809	8
199529	1995-07-19	21	18	2483	0.007249	13
199529	1995-07-19	22	24	1880	0.012766	11
199529	1995-07-19	23	7	2162	0.003238	7
199529	1995-07-20	0	12	1970	0.006091	7
199529	1995-07-20	1	6	1650	0.003636	3
199529	1995-07-20	2	19	1673	0.011357	8
199529	1995-07-20	3	9	1099	0.008189	4
199529	1995-07-20	4	2	918	0.002179	2
199529	1995-07-20	5	7	989	0.007078	6
199529	1995-07-20	6	2	956	0.002092	2
199529	1995-07-20	7	12	2114	0.005676	5
199529	1995-07-20	8	9	3107	0.002897	5
199529	1995-07-20	9	21	3507	0.005988	11
199529	1995-07-20	10	17	4228	0.004021	12
199529	1995-07-20	11	23	4415	0.00521	11
199529	1995-07-20	12	48	5177	0.009272	20
199529	1995-07-20	13	16	4311	0.003711	6
199529	1995-07-20	14	21	4561	0.004604	13
199529	1995-07-20	15	36	4865	0.0074	20
199529	1995-07-20	16	48	4619	0.010392	13
199529	1995-07-20	17	47	3910	0.01202	14
199529	1995-07-20	18	16	2088	0.007663	6
199529	1995-07-20	19	15	1866	0.008039	10
199529	1995-07-20	20	7	2038	0.003435	7
199529	1995-07-20	21	6	2103	0.002853	6
199529	1995-07-20	22	16	2288	0.006993	9
199529	1995-07-20	23	16	2140	0.007477	7
199529	1995-07-21	0	23	1649	0.013948	10
199529	1995-07-21	1	4	1206	0.003317	3
199529	1995-07-21	2	13	1419	0.009161	9
199529	1995-07-21	3	17	1051	0.016175	4
199529	1995-07-21	4	5	889	0.005624	2
199529	1995-07-21	5	5	1140	0.004386	3
199529	1995-07-21	6	5	1174	0.004259	5
199529	1995-07-21	7	9	2489	0.003616	3
199529	1995-07-21	8	9	3667	0.002454	7
199529	1995-07-21	9	24	4084	0.005877	12
199529	1995-07-21	10	14	3995	0.003504	12
199529	1995-07-21	11	26	4292	0.006058	13
199529	1995-07-21	12	15	4273	0.00351	12
199529	1995-07-21	13	15	5748	0.00261	10
199529	1995-07-21	14	40	4713	0.008487	16
199529	1995-07-21	15	11	4106	0.002679	10
199529	1995-07-21	16	17	4020	0.004229	13
199529	1995-07-21	17	24	3437	0.006983	11
199529	1995-07-21	18	14	1780	0.007865	9
199529	1995-07-21	19	7	1736	0.004032	5
199529	1995-07-21	20	7	1661	0.004214	3
199529	1995-07-21	21	6	2356	0.002547	5
199529	1995-07-21	22	12	1787	0.006715	6
199529	1995-07-21	23	10	1953	0.00512	7
199529	1995-07-22	0	15	1591	0.009428	7
199529	1995-07-22	1	7	1764	0.003968	4
199529	1995-07-22	2	4	1123	0.003562	1
199529	1995-07-22	3	5	984	0.005081	4
199529	1995-07-22	4	3	943	0.003181	2
199529	1995-07-22	5	8	758	0.010554	1
199529	1995-07-22	6	2	674	0.002967	2
199529	1995-07-22	7	5	896	0.00558	3
199529	1995-07-22	8	3	1468	0.002044	2
199529	1995-07-22	9	7	1120	0.00625	6
199529	1995-07-22	10	6	1358	0.004418	5
199529	1995-07-22	11	14	1501	0.009327	7
199529	1995-07-22	12	6	1956	0.003067	5
199529	1995-07-22	13	4	1837	0.002177	3
199529	1995-07-22	14	8	2059	0.003885	6
199529	1995-07-22	15	9	2207	0.004078	5
199529	1995-07-22	16	24	2303	0.010421	10
199529	1995-07-22	17	18	1746	0.010309	8
199529	1995-07-22	18	9	1645	0.005471	5
199529	1995-07-22	19	3	1042	0.002879	2
199529	1995-07-22	20	5	1402	0.003566	4
199529	1995-07-22	21	4	1281	0.003123	3
199529	1995-07-22	22	5	1480	0.003378	4
199529	1995-07-22	23	10	2118	0.004721	7
199529	1995-07-23	0	11	1813	0.006067	8
199529	1995-07-23	1	7	1579	0.004433	6
199529	1995-07-23	2	6	1324	0.004532	3
199529	1995-07-23	3	27	915	0.029508	6
199529	1995-07-23	4	12	900	0.013333	2
199529	1995-07-23	5	3	818	0.003667	2
199529	1995-07-23	6	1	671	0.00149	1
199529	1995-07-23	7	4	472	0.008475	2
199529	1995-07-23	8	7	1341	0.00522	7
199529	1995-07-23	9	4	1301	0.003075	3
199529	1995-07-23	10	14	1299	0.010778	4
199529	1995-07-23	11	11	1605	0.006854	10
199529	1995-07-23	12	5	1568	0.003189	5
199529	1995-07-23	13	6	1820	0.003297	4
199529	1995-07-23	14	7	1964	0.003564	4
199529	1995-07-23	15	9	2146	0.004194	7
199529	1995-07-23	16	5	2169	0.002305	5
199529	1995-07-23	17	4	2171	0.001842	3
199529	1995-07-23	18	12	1836	0.006536	5
199529	1995-07-23	19	9	1922	0.004683	5
199529	1995-07-23	20	10	2423	0.004127	5
199529	1995-07-23	21	30	2592	0.011574	6
199529	1995-07-23	22	16	2406	0.00665	11
199529	1995-07-23	23	13	2140	0.006075	12
199530	1995-07-24	0	27	1827	0.014778	7
199530	1995-07-24	1	1	1219	0.00082	1
199530	1995-07-24	2	5	1211	0.004129	4
199530	1995-07-24	3	29	946	0.030655	2
199530	1995-07-24	4	15	802	0.018703	6
199530	1995-07-24	5	7	1050	0.006667	3
199530	1995-07-24	6	6	1174	0.005111	3
199530	1995-07-24	7	5	1734	0.002884	5
199530	1995-07-24	8	15	2616	0.005734	10
199530	1995-07-24	9	15	3587	0.004182	9
199530	1995-07-24	10	13	3332	0.003902	11
199530	1995-07-24	11	22	4016	0.005478	17
199530	1995-07-24	12	17	5060	0.00336	13
199530	1995-07-24	13	9	4924	0.001828	9
199530	1995-07-24	14	20	4900	0.004082	12
199530	1995-07-24	15	22	5247	0.004193	15
199530	1995-07-24	16	9	4896	0.001838	5
199530	1995-07-24	17	17	3695	0.004601	10
199530	1995-07-24	18	13	2326	0.005589	4
199530	1995-07-24	19	13	2239	0.005806	8
199530	1995-07-24	20	8	1566	0.005109	6
199530	1995-07-24	21	17	2144	0.007929	9
199530	1995-07-24	22	7	1958	0.003575	5
199530	1995-07-24	23	22	1783	0.012339	7
199530	1995-07-25	0	5	1419	0.003524	5
199530	1995-07-25	1	3	1360	0.002206	3
199530	1995-07-25	2	5	1079	0.004634	4
199530	1995-07-25	3	5	1125	0.004444	3
199530	1995-07-25	4	3	1060	0.00283	3
199530	1995-07-25	5	2	933	0.002144	2
199530	1995-07-25	6	4	826	0.004843	4
199530	1995-07-25	7	6	1558	0.003851	4
199530	1995-07-25	8	9	2479	0.00363	6
199530	1995-07-25	9	8	3337	0.002397	6
199530	1995-07-25	10	18	3723	0.004835	11
199530	1995-07-25	11	67	4292	0.01561	16
199530	1995-07-25	12	34	5108	0.006656	19
199530	1995-07-25	13	21	5128	0.004095	13
199530	1995-07-25	14	54	4117	0.013116	21
199530	1995-07-25	15	75	4503	0.016656	15
199530	1995-07-25	16	30	4757	0.006306	18
199530	1995-07-25	17	29	3415	0.008492	16
199530	1995-07-25	18	10	2202	0.004541	4
199530	1995-07-25	19	10	2070	0.004831	6
199530	1995-07-25	20	17	2280	0.007456	9
199530	1995-07-25	21	19	2060	0.009223	8
199530	1995-07-25	22	21	2203	0.009532	6
199530	1995-07-25	23	12	1664	0.007212	9
199530	1995-07-26	0	5	1195	0.004184	5
199530	1995-07-26	1	10	1359	0.007358	6
199530	1995-07-26	2	8	1300	0.006154	4
199530	1995-07-26	3	1	1063	0.000941	1
199530	1995-07-26	4	15	1045	0.014354	3
199530	1995-07-26	5	3	706	0.004249	1
199530	1995-07-26	6	5	1023	0.004888	4
199530	1995-07-26	7	5	1626	0.003075	3
199530	1995-07-26	8	19	3060	0.006209	11
199530	1995-07-26	9	6	2275	0.002637	5
199530	1995-07-26	10	8	2144	0.003731	6
199530	1995-07-26	11	31	3464	0.008949	10
199530	1995-07-26	12	18	4340	0.004147	13
199530	1995-07-26	13	16	4662	0.003432	8
199530	1995-07-26	14	28	4510	0.006208	9
199530	1995-07-26	15	14	4257	0.003289	10
199530	1995-07-26	16	21	3501	0.005998	10
199530	1995-07-26	17	29	3210	0.009034	14
199530	1995-07-26	18	41	3045	0.013465	9
199530	1995-07-26	19	20	2279	0.008776	7
199530	1995-07-26	20	10	2090	0.004785	8
199530	1995-07-26	21	7	2215	0.00316	5
199530	1995-07-26	22	10	2244	0.004456	9
199530	1995-07-26	23	5	2230	0.002242	4
199530	1995-07-27	0	19	2167	0.008768	13
199530	1995-07-27	1	6	1542	0.003891	5
199530	1995-07-27	2	14	1165	0.012017	4
199530	1995-07-27	3	5	1206	0.004146	5
199530	1995-07-27	4	11	1200	0.009167	8
199530	1995-07-27	5	6	1080	0.005556	4
199530	1995-07-27	6	3	1291	0.002324	3
199530	1995-07-27	7	15	1843	0.008139	6
199530	1995-07-27	8	6	2624	0.002287	4
199530	1995-07-27	9	35	2988	0.011714	13
199530	1995-07-27	10	6	3358	0.001787	6
199530	1995-07-27	11	35	4101	0.008535	11
199530	1995-07-27	12	13	4233	0.003071	9
199530	1995-07-27	13	14	4491	0.003117	9
199530	1995-07-27	14	22	4857	0.00453	13
199530	1995-07-27	15	24	4390	0.005467	13
199530	1995-07-27	16	12	3883	0.00309	10
199530	1995-07-27	17	26	3403	0.00764	9
199530	1995-07-27	18	17	2542	0.006688	3
199530	1995-07-27	19	14	1950	0.007179	8
199530	1995-07-27	20	2	2067	0.000968	2
199530	1995-07-27	21	14	2109	0.006638	8
199530	1995-07-27	22	10	1719	0.005817	6
199530	1995-07-27	23	11	1466	0.007503	4
199530	1995-07-28	0	7	1538	0.004551	4
199530	1995-07-28	1	4	1086	0.003683	3
199530	1995-07-28	2	11	979	0.011236	6
199530	1995-07-28	3	6	1202	0.004992	3
199530	1995-07-28	4	5	879	0.005688	3
199530	1995-07-28	5	2	916	0.002183	2
199530	1995-07-28	6	0	1086	0	0
199530	1995-07-28	7	4	1616	0.002475	4
199530	1995-07-28	8	10	2541	0.003935	7
199530	1995-07-28	9	12	2741	0.004378	8
199530	1995-07-28	10	9	3555	0.002532	8
199530	1995-07-28	11	13	3569	0.003642	9
199530	1995-07-28	12	9	3505	0.002568	5
199530	1995-07-28	13	2	1905	0.00105	1
199531	1995-08-01	0	4	1642	0.002436	4
199531	1995-08-01	1	19	1385	0.013718	8
199531	1995-08-01	2	5	993	0.005035	2
199531	1995-08-01	3	85	1219	0.069729	16
199531	1995-08-01	4	1	985	0.001015	1
199531	1995-08-01	5	5	1146	0.004363	4
199531	1995-08-01	6	1	1022	0.000978	1
199531	1995-08-01	7	9	1778	0.005062	6
199531	1995-08-01	8	30	2858	0.010497	11
199531	1995-08-01	9	11	3199	0.003439	7
199531	1995-08-01	10	18	3788	0.004752	14
199531	1995-08-01	11	17	4048	0.0042	9
199531	1995-08-01	12	18	4443	0.004051	9
199531	1995-08-01	13	10	3299	0.003031	5
199531	1995-08-01	14	11	2191	0.005021	4
199531	1995-08-03	4	0	16	0	0
199531	1995-08-03	5	0	43	0	0
199531	1995-08-03	6	2	70	0.028571	1
199531	1995-08-03	7	0	58	0	0
199531	1995-08-03	8	0	114	0	0
199531	1995-08-03	9	0	22	0	0
199531	1995-08-03	10	0	57	0	0
199531	1995-08-03	11	12	2438	0.004922	8
199531	1995-08-03	12	45	5174	0.008697	29
199531	1995-08-03	13	38	3756	0.010117	22
199531	1995-08-03	14	10	4056	0.002465	9
199531	1995-08-03	15	13	4524	0.002874	11
199531	1995-08-03	16	41	4309	0.009515	23
199531	1995-08-03	17	27	3814	0.007079	11
199531	1995-08-03	18	22	2804	0.007846	11
199531	1995-08-03	19	11	1767	0.006225	6
199531	1995-08-03	20	25	2529	0.009885	8
199531	1995-08-03	21	30	1840	0.016304	11
199531	1995-08-03	22	11	2284	0.004816	9
199531	1995-08-03	23	16	1712	0.009346	5
199531	1995-08-04	0	11	1225	0.00898	7
199531	1995-08-04	1	4	1707	0.002343	4
199531	1995-08-04	2	6	1118	0.005367	4
199531	1995-08-04	3	6	1211	0.004955	3
199531	1995-08-04	4	2	1123	0.001781	2
199531	1995-08-04	5	4	1187	0.00337	3
199531	1995-08-04	6	2	1439	0.00139	2
199531	1995-08-04	7	9	1856	0.004849	4
199531	1995-08-04	8	15	2822	0.005315	8
199531	1995-08-04	9	13	3281	0.003962	9
199531	1995-08-04	10	30	4086	0.007342	11
199531	1995-08-04	11	17	3507	0.004847	11
199531	1995-08-04	12	14	3839	0.003647	11
199531	1995-08-04	13	11	4406	0.002497	9
199531	1995-08-04	14	7	3539	0.001978	6
199531	1995-08-04	15	32	4071	0.00786	20
199531	1995-08-04	16	37	4634	0.007984	19
199531	1995-08-04	17	18	2969	0.006063	11
199531	1995-08-04	18	41	2434	0.016845	15
199531	1995-08-04	19	13	2131	0.0061	8
199531	1995-08-04	20	25	1954	0.012794	15
199531	1995-08-04	21	9	1676	0.00537	7
199531	1995-08-04	22	8	1658	0.004825	5
199531	1995-08-04	23	13	1681	0.007733	8
199531	1995-08-05	0	5	1314	0.003805	4
199531	1995-08-05	1	17	1358	0.012518	5
199531	1995-08-05	2	15	1169	0.012831	10
199531	1995-08-05	3	3	754	0.003979	3
199531	1995-08-05	4	2	565	0.00354	1
199531	1995-08-05	5	6	714	0.008403	3
199531	1995-08-05	6	3	646	0.004644	2
199531	1995-08-05	7	3	748	0.004011	3
199531	1995-08-05	8	9	970	0.009278	5
199531	1995-08-05	9	7	1254	0.005582	6
199531	1995-08-05	10	3	1207	0.002486	3
199531	1995-08-05	11	16	1534	0.01043	13
199531	1995-08-05	12	14	1698	0.008245	8
199531	1995-08-05	13	15	1952	0.007684	7
199531	1995-08-05	14	13	1809	0.007186	9
199531	1995-08-05	15	23	1487	0.015467	8
199531	1995-08-05	16	10	1820	0.005495	7
199531	1995-08-05	17	11	1545	0.00712	7
199531	1995-08-05	18	8	1607	0.004978	4
199531	1995-08-05	19	4	1274	0.00314	2
199531	1995-08-05	20	8	1750	0.004571	5
199531	1995-08-05	21	16	1502	0.010652	6
199531	1995-08-05	22	13	1721	0.007554	10
199531	1995-08-05	23	12	1490	0.008054	11
199531	1995-08-06	0	14	1959	0.007147	11
199531	1995-08-06	1	5	1067	0.004686	3
199531	1995-08-06	2	100	1066	0.093809	11
199531	1995-08-06	3	65	825	0.078788	15
199531	1995-08-06	4	4	616	0.006494	3
199531	1995-08-06	5	3	709	0.004231	2
199531	1995-08-06	6	7	651	0.010753	3
199531	1995-08-06	7	2	543	0.003683	1
199531	1995-08-06	8	1	600	0.001667	1
199531	1995-08-06	9	13	1209	0.010753	6
199531	1995-08-06	10	11	1324	0.008308	9
199531	1995-08-06	11	15	1341	0.011186	5
199531	1995-08-06	12	14	1428	0.009804	7
199531	1995-08-06	13	7	1357	0.005158	5
199531	1995-08-06	14	10	1742	0.005741	6
199531	1995-08-06	15	10	2193	0.00456	8
199531	1995-08-06	16	30	1952	0.015369	8
199531	1995-08-06	17	7	1855	0.003774	6
199531	1995-08-06	18	12	1781	0.006738	10
199531	1995-08-06	19	12	1613	0.00744	8
199531	1995-08-06	20	11	1392	0.007902	8
199531	1995-08-06	21	3	1588	0.001889	3
199531	1995-08-06	22	11	2179	0.005048	9
199531	1995-08-06	23	6	1426	0.004208	5
199532	1995-08-07	0	13	1436	0.009053	7
199532	1995-08-07	1	18	1218	0.014778	9
199532	1995-08-07	2	158	1374	0.114993	23
199532	1995-08-07	3	15	1245	0.012048	8
199532	1995-08-07	4	2	1002	0.001996	2
199532	1995-08-07	5	2	944	0.002119	2
199532	1995-08-07	6	7	1151	0.006082	5
199532	1995-08-07	7	4	1856	0.002155	2
199532	1995-08-07	8	13	2517	0.005165	7
199532	1995-08-07	9	10	3381	0.002958	7
199532	1995-08-07	10	19	3283	0.005787	11
199532	1995-08-07	11	32	3655	0.008755	11
199532	1995-08-07	12	53	4314	0.012286	20
199532	1995-08-07	13	29	4402	0.006588	14
199532	1995-08-07	14	11	3697	0.002975	8
199532	1995-08-07	15	31	4203	0.007376	15
199532	1995-08-07	16	15	3812	0.003935	8
199532	1995-08-07	17	15	2044	0.007339	8
199532	1995-08-07	18	21	2446	0.008585	15
199532	1995-08-07	19	20	1839	0.010875	9
199532	1995-08-07	20	9	1845	0.004878	6
199532	1995-08-07	21	11	2047	0.005374	7
199532	1995-08-07	22	7	1852	0.00378	3
199532	1995-08-07	23	19	1793	0.010597	8
199532	1995-08-08	0	29	1412	0.020538	11
199532	1995-08-08	1	19	1615	0.011765	9
199532	1995-08-08	2	10	1247	0.008019	7
199532	1995-08-08	3	3	1031	0.00291	2
199532	1995-08-08	4	4	806	0.004963	3
199532	1995-08-08	5	1	768	0.001302	1
199532	1995-08-08	6	3	1094	0.002742	2
199532	1995-08-08	7	7	1524	0.004593	1
199532	1995-08-08	8	27	2123	0.012718	9
199532	1995-08-08	9	15	3212	0.00467	7
199532	1995-08-08	10	15	2850	0.005263	11
199532	1995-08-08	11	3	3087	0.000972	3
199532	1995-08-08	12	12	3206	0.003743	8
199532	1995-08-08	13	48	4068	0.011799	16
199532	1995-08-08	14	15	4139	0.003624	11
199532	1995-08-08	15	14	5092	0.002749	9
199532	1995-08-08	16	28	4075	0.006871	15
199532	1995-08-08	17	20	3203	0.006244	10
199532	1995-08-08	18	11	3103	0.003545	4
199532	1995-08-08	19	13	2638	0.004928	9
199532	1995-08-08	20	37	2607	0.014193	5
199532	1995-08-08	21	19	2404	0.007903	10
199532	1995-08-08	22	27	2703	0.009989	10
199532	1995-08-08	23	14	2134	0.00656	9
199532	1995-08-09	0	7	2044	0.003425	7
199532	1995-08-09	1	5	1152	0.00434	3
199532	1995-08-09	2	5	1344	0.00372	5
199532	1995-08-09	3	9	1351	0.006662	5
199532	1995-08-09	4	7	1009	0.006938	5
199532	1995-08-09	5	6	1049	0.00572	4
199532	1995-08-09	6	10	1044	0.009579	7
199532	1995-08-09	7	5	1858	0.002691	4
199532	1995-08-09	8	6	2998	0.002001	4
199532	1995-08-09	9	9	3707	0.002428	8
199532	1995-08-09	10	26	3684	0.007058	14
199532	1995-08-09	11	18	4171	0.004316	8
199532	1995-08-09	12	10	3271	0.003057	7
199532	1995-08-09	13	14	2624	0.005335	7
199532	1995-08-09	14	15	3463	0.004332	11
199532	1995-08-09	15	25	4326	0.005779	12
199532	1995-08-09	16	30	3836	0.007821	9
199532	1995-08-09	17	11	3703	0.002971	8
199532	1995-08-09	18	7	2543	0.002753	5
199532	1995-08-09	19	14	2716	0.005155	11
199532	1995-08-09	20	18	2145	0.008392	5
199532	1995-08-09	21	9	2290	0.00393	7
199532	1995-08-09	22	6	2100	0.002857	6
199532	1995-08-09	23	9	2029	0.004436	6
199532	1995-08-10	0	15	1767	0.008489	7
199532	1995-08-10	1	9	1382	0.006512	3
199532	1995-08-10	2	33	1187	0.027801	5
199532	1995-08-10	3	6	1203	0.004988	4
199532	1995-08-10	4	1	1014	0.000986	1
